Maquina,timestamp,aceleracion_chum_la_h,velocidad_chum_la_h,envolvente_chum_la_h,aceleracion_chum_la_a,velocidad_chum_la_a,envolvente_chum_la_a,aceleracion_chum_lb_h,velocidad_chum_lb_h,envolvente_chum_lb_h,desbalance_lado_a,desalineacion_rad_lado_a,soltura_lado_a,rodamiento_chum_lado_a,desalineacion_ang_lado_a,desbalance_lado_b,desalineacion_lado_b,soltura_lado_b,rodamiento_chum_lado_b,corriente_motor_a,corriente_motor_b,temp_chum_lado_a,temp_chum_lado_b
DESFIBRADORA,2025-07-19 12:00:41-05:00,0.213839,1.42817,0.40044,0.163659,2.09354,0.270646,0.1174,1.84429,0.078231,0.473785,0.94833,0.939789,0.301806,0.395974,1.20633,0.0308697,0.901788,0.0848586,110.0,109.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:00:51-05:00,0.255419,1.73501,0.481888,0.205654,2.51815,0.3746,0.141095,2.1363,0.102302,0.47503302,0.97554916,0.9230775,0.30579525,0.4236505,1.2061499,0.030981716,0.9355557,0.085557014,143.0,144.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:01:01-05:00,0.21614,1.46597,0.313,0.162103,2.13066,0.290342,0.0961499,1.64136,0.0781235,0.47628102,1.0027683,0.906366,0.3097845,0.45132703,1.2059699,0.031093733,0.96932334,0.08625543,101.0,100.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:01:11-05:00,0.222348,1.59773,0.353028,0.169804,2.23175,0.39274,0.107729,1.75205,0.15039,0.47752902,1.0299875,0.8896545,0.31377375,0.47900352,1.2057899,0.031205751,1.003091,0.08695385,105.0,104.0,55.5,53.0
DESFIBRADORA,2025-07-19 12:01:21-05:00,0.210227,1.21267,0.330284,0.153114,1.78924,0.290449,0.0940007,1.57996,0.0974663,0.47877702,1.0572066,0.872943,0.317763,0.50668,1.2056099,0.031317767,1.0368587,0.087652266,109.0,108.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:01:31-05:00,0.25253,2.08359,0.5727,0.215771,2.8293,0.347981,0.153749,2.27256,0.117346,0.48002502,1.0844258,0.8562315,0.32175225,0.53435653,1.2054299,0.031429783,1.0706264,0.08835068,155.0,153.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:01:41-05:00,0.235432,2.0576,0.34484,0.214778,2.82509,0.36773,0.120409,1.92125,0.10198,0.481273,1.111645,0.83952,0.3257415,0.562033,1.20525,0.031541802,1.104394,0.0890491,123.0,124.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:01:51-05:00,0.233051,1.65706,0.429766,0.183624,2.12197,0.350449,0.155468,2.22828,0.0993469,0.482521,1.1388642,0.8228085,0.32973075,0.5897095,1.20507,0.031653818,1.1381617,0.08974751,145.0,146.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:02:01-05:00,0.232301,1.75732,0.337723,0.18628,2.12698,0.373688,0.131934,1.98687,0.0980573,0.483769,1.1660833,0.80609703,0.33372,0.617386,1.20489,0.031765833,1.1719294,0.09044593,156.0,156.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:02:11-05:00,0.229438,1.7988,0.329,0.165672,2.04827,0.327265,0.104559,1.71041,0.0922545,0.485017,1.1933025,0.7893855,0.33770925,0.6450625,1.20471,0.03187785,1.2056971,0.091144346,126.0,126.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:02:21-05:00,0.256918,1.93345,0.430515,0.209384,2.67609,0.316854,0.136824,2.106,0.101066,0.486265,1.2205217,0.772674,0.3416985,0.672739,1.20453,0.031989865,1.2394648,0.09184276,133.0,134.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:02:31-05:00,0.221866,1.42922,0.362446,0.167336,1.97798,0.386568,0.112967,1.75337,0.0840875,0.487513,1.2477409,0.7559625,0.34568775,0.7004155,1.20435,0.032101884,1.2732323,0.09254118,121.0,121.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:02:41-05:00,0.269761,2.1857,0.894583,0.223713,2.82614,0.369501,0.150552,2.26228,0.083604,0.488761,1.27496,0.739251,0.349677,0.728092,1.20417,0.0322139,1.307,0.0932396,144.0,144.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:02:51-05:00,0.228341,1.3888,0.400066,0.158588,1.82135,0.290503,0.106788,1.71041,0.0981648,0.48937875,1.2555892,0.79272676,0.36788967,0.70914054,1.2038841,0.032048408,1.3095925,0.0924956,135.0,134.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:03:01-05:00,0.252422,1.80483,0.753896,0.19908,2.34257,0.378088,0.130457,1.95472,0.135024,0.4899965,1.2362183,0.8462025,0.38610232,0.690189,1.2035983,0.031882916,1.312185,0.0917516,141.0,142.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:03:11-05:00,0.250416,1.74052,0.580299,0.220144,2.68741,0.387051,0.166724,2.38219,0.0940276,0.49061427,1.2168475,0.89967823,0.404315,0.6712375,1.2033125,0.031717427,1.3147775,0.0910076,173.0,174.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:03:21-05:00,0.226094,1.56519,0.392681,0.185556,2.212,0.31782,0.115654,1.84456,0.0960693,0.491232,1.1974767,0.953154,0.42252767,0.652286,1.2030267,0.031551935,1.31737,0.0902636,118.0,119.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:03:31-05:00,0.225907,1.64708,0.423986,0.175976,2.16014,0.347498,0.117158,1.82216,0.110576,0.49184975,1.1781058,1.0066297,0.44074035,0.6333345,1.2027408,0.031386442,1.3199625,0.0895196,114.0,118.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:03:41-05:00,0.212983,1.45258,0.345482,0.149464,1.95429,0.266084,0.093544,1.6158,0.0882247,0.49246752,1.158735,1.0601056,0.45895302,0.614383,1.202455,0.03122095,1.3225551,0.0887756,101.0,100.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:03:51-05:00,0.269814,2.28281,0.538344,0.23925,3.17283,0.351415,0.214732,3.00047,0.0918247,0.49308527,1.1393642,1.1135813,0.47716567,0.5954315,1.2021692,0.031055458,1.3251475,0.0880316,124.0,124.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:04:01-05:00,0.218067,1.40008,0.382406,0.146781,1.91402,0.27129,0.0984872,1.65639,0.0958544,0.493703,1.1199933,1.167057,0.49537835,0.57648003,1.2018833,0.030889967,1.32774,0.0872876,96.0,95.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:04:11-05:00,0.217933,1.44024,0.357951,0.163015,1.98956,0.280896,0.12237,1.91519,0.0977887,0.49432075,1.1006225,1.2205328,0.513591,0.5575285,1.2015975,0.030724475,1.3303325,0.0865436,113.0,112.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:04:21-05:00,0.220127,1.36517,0.343021,0.156414,1.95113,0.281165,0.110899,1.79844,0.0787145,0.4949385,1.0812517,1.2740085,0.53180367,0.538577,1.2013116,0.030558983,1.332925,0.0857996,109.0,108.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:04:31-05:00,0.226843,1.60088,0.362392,0.164062,2.13145,0.315458,0.111463,1.78342,0.0781235,0.49555627,1.0618808,1.3274843,0.55001634,0.5196255,1.2010258,0.030393492,1.3355175,0.0850556,113.0,112.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:04:41-05:00,0.236529,1.67884,0.498477,0.176781,2.33809,0.314385,0.145232,2.18058,0.0876337,0.496174,1.04251,1.38096,0.568229,0.500674,1.20074,0.030228,1.33811,0.0843116,105.0,104.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:04:51-05:00,0.247098,1.97991,0.531762,0.229644,2.9933,0.380879,0.152996,2.31736,0.119818,0.4950379,1.0643283,1.39626,0.5629747,0.5213077,1.1985842,0.03157915,1.3126191,0.0813566,120.0,120.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:05:01-05:00,0.22085,1.48802,0.306364,0.164572,2.05143,0.294528,0.114499,1.83692,0.0920396,0.49390185,1.0861467,1.41156,0.55772036,0.54194134,1.1964283,0.0329303,1.2871283,0.078401595,116.0,115.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:05:11-05:00,0.224676,1.44051,0.379891,0.17391,2.01457,0.413831,0.125191,1.91229,0.183757,0.49276575,1.107965,1.42686,0.55246603,0.562575,1.1942725,0.03428145,1.2616374,0.0754466,118.0,117.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:05:21-05:00,0.236743,1.88463,0.505594,0.176271,2.28229,0.353616,0.121403,1.87618,0.114606,0.49162966,1.1297834,1.44216,0.5472117,0.5832087,1.1921166,0.0356326,1.2361467,0.0724916,118.0,119.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:05:31-05:00,0.242897,1.99645,0.484349,0.186951,2.39153,0.459448,0.126615,1.95946,0.0862367,0.4904936,1.1516017,1.45746,0.5419574,0.6038424,1.1899608,0.03698375,1.2106558,0.0695366,124.0,125.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:05:41-05:00,0.249051,2.02611,0.400708,0.201227,2.44971,0.357695,0.131612,1.99267,0.137227,0.4893575,1.17342,1.47276,0.536703,0.624476,1.1878049,0.0383349,1.1851649,0.0665816,131.0,132.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:05:51-05:00,0.242977,1.8093,0.417565,0.196101,2.45945,0.374815,0.199473,2.78199,0.103269,0.4882214,1.1952384,1.48806,0.53144866,0.64510965,1.1856492,0.03968605,1.1596742,0.0636266,114.0,115.0,55.0,53.5
DESFIBRADORA,2025-07-19 12:06:01-05:00,0.266416,2.05288,0.706483,0.218991,2.70926,0.360056,0.129624,2.01138,0.091556,0.48708534,1.2170566,1.50336,0.52619433,0.66574335,1.1834934,0.041037202,1.1341833,0.0606716,151.0,153.0,56.0,53.0
DESFIBRADORA,2025-07-19 12:06:11-05:00,0.227967,1.42161,0.48847,0.17882,2.09881,0.277676,0.157993,2.291,0.078822,0.48594925,1.238875,1.5186601,0.52094,0.68637705,1.1813375,0.04238835,1.1086925,0.0577166,121.0,121.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:06:21-05:00,0.257399,1.7778,0.437044,0.220306,2.66609,0.352113,0.15896,2.30155,0.11063,0.48481315,1.2606933,1.5339601,0.5156857,0.7070107,1.1791817,0.0437395,1.0832016,0.0547616,155.0,155.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:06:31-05:00,0.236716,1.7463,0.411839,0.176781,2.15909,0.394511,0.142223,2.11891,0.0967141,0.4836771,1.2825117,1.54926,0.51043135,0.7276443,1.1770258,0.04509065,1.0577109,0.051806603,131.0,132.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:06:41-05:00,0.230643,1.63002,0.346767,0.170985,1.9972,0.411308,0.112645,1.79369,0.0845174,0.482541,1.30433,1.56456,0.505177,0.748278,1.17487,0.0464418,1.03222,0.0488516,130.0,130.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:06:51-05:00,0.270456,2.1206,0.576713,0.204152,2.48314,0.351254,0.15391,2.25806,0.103753,0.48233432,1.2869383,1.5635967,0.5112875,0.72630435,1.1789933,0.045880184,1.0880792,0.075324886,162.0,163.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:07:01-05:00,0.247633,1.74919,0.423077,0.193901,2.41786,0.335476,0.123284,1.92283,0.0961768,0.48212767,1.2695466,1.5626334,0.517398,0.7043307,1.1831167,0.045318566,1.1439383,0.10179817,154.0,155.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:07:11-05:00,0.261011,1.82557,0.754057,0.213007,2.46103,0.348034,0.145958,2.14474,0.0863979,0.481921,1.2521551,1.5616701,0.52350855,0.682357,1.18724,0.04475695,1.1997975,0.12827146,190.0,190.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:07:21-05:00,0.235352,1.63894,0.353402,0.201468,2.28755,0.372077,0.124949,1.87039,0.0926306,0.48171434,1.2347634,1.5607067,0.52961904,0.66038334,1.1913633,0.044195335,1.2556567,0.15474474,182.0,182.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:07:41-05:00,0.241854,1.87518,0.379731,0.206298,2.51289,0.360754,0.183434,2.61727,0.100153,0.481301,1.19998,1.55878,0.54184,0.616436,1.19961,0.0430721,1.367375,0.20769131,125.0,125.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:07:51-05:00,0.213438,1.43578,0.41612,0.159527,1.87611,0.308642,0.0974932,1.61132,0.0870964,0.48109433,1.1825883,1.5578166,0.5479505,0.59446234,1.2037333,0.042510483,1.4232342,0.2341646,109.0,110.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:08:01-05:00,0.234174,1.59957,0.36876,0.181128,2.06301,0.330163,0.146898,2.14843,0.0969827,0.48088765,1.1651967,1.5568533,0.554061,0.57248867,1.2078567,0.041948866,1.4790933,0.26063788,126.0,125.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:08:11-05:00,0.229198,1.71008,0.326271,0.198329,2.52815,0.422525,0.131585,2.02034,0.105042,0.480681,1.147805,1.55589,0.5601715,0.550515,1.21198,0.041387253,1.5349525,0.28711116,108.0,108.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:08:21-05:00,0.234549,1.71113,0.545033,0.167282,2.20858,0.312345,0.12006,1.86854,0.0739863,0.48047432,1.1304134,1.5549266,0.56628203,0.5285413,1.2161033,0.040825635,1.5908117,0.31358445,114.0,115.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:08:31-05:00,0.208836,1.41426,0.358004,0.150913,1.91138,0.285565,0.0964454,1.66139,0.0957469,0.48026767,1.1130217,1.5539633,0.5723925,0.50656766,1.2202266,0.040264018,1.6466708,0.34005773,97.0,97.0,55.0,53.5
DESFIBRADORA,2025-07-19 12:08:41-05:00,0.220555,1.57674,0.331783,0.171361,2.13593,0.367516,0.132283,2.02298,0.095532,0.480061,1.09563,1.553,0.578503,0.484594,1.22435,0.0397024,1.70253,0.366531,123.0,123.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:08:51-05:00,0.264998,2.19068,0.716116,0.229483,3.04937,0.342453,0.2013,2.86817,0.109341,0.481113,1.0845712,1.5213492,0.55386794,0.48737508,1.2262541,0.039441552,1.68927,0.35255784,154.0,154.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:09:01-05:00,0.209639,1.20873,0.293093,0.162505,1.94481,0.333383,0.101604,1.7112,0.107782,0.48216498,1.0735123,1.4896983,0.52923286,0.49015614,1.2281584,0.0391807,1.67601,0.3385847,103.0,103.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:09:11-05:00,0.247954,1.87045,0.376252,0.183033,2.22595,0.38587,0.121699,1.91598,0.102248,0.483217,1.0624535,1.4580475,0.5045978,0.49293724,1.2300625,0.03891985,1.66275,0.3246115,131.0,130.0,56.0,53.0
DESFIBRADORA,2025-07-19 12:09:21-05:00,0.24073,1.78725,0.539468,0.187676,2.39364,0.357319,0.144185,2.18111,0.104612,0.484269,1.0513947,1.4263966,0.47996268,0.49571833,1.2319666,0.038659,1.64949,0.31063834,113.0,113.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:09:31-05:00,0.23586,1.75312,0.390969,0.202944,2.47682,0.398482,0.107863,1.77709,0.103269,0.485321,1.0403359,1.3947458,0.4553276,0.4984994,1.2338709,0.03839815,1.63623,0.29666516,139.0,139.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:09:41-05:00,0.229117,1.56545,0.345857,0.182685,2.17647,0.389734,0.12237,1.892,0.0944037,0.486373,1.0292771,1.363095,0.4306925,0.5012805,1.235775,0.0381373,1.62297,0.28269202,137.0,138.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:09:51-05:00,0.216488,1.34181,0.383156,0.172031,2.00194,0.329358,0.117185,1.85984,0.0952634,0.487425,1.0182182,1.3314441,0.40605742,0.5040616,1.2376791,0.03787645,1.60971,0.26871884,129.0,133.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:10:01-05:00,0.242014,1.69774,0.407023,0.198168,2.36389,0.362095,0.132337,2.01191,0.10343,0.488477,1.0071594,1.2997934,0.38142234,0.5068427,1.2395834,0.0376156,1.59645,0.25474566,137.0,139.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:10:11-05:00,0.236368,1.64997,0.451385,0.180082,2.09381,0.33129,0.1174,1.85589,0.0970902,0.48952898,0.99610054,1.2681425,0.35678726,0.50962377,1.2414875,0.03735475,1.58319,0.2407725,137.0,134.0,55.5,53.5
DESFIBRADORA,2025-07-19 12:10:21-05:00,0.210281,1.23866,0.306953,0.162398,1.88269,0.323025,0.106412,1.72069,0.0991857,0.49058098,0.9850417,1.2364917,0.3321522,0.5124048,1.2433916,0.0370939,1.56993,0.22679934,133.0,128.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:10:31-05:00,0.214963,1.43106,0.336545,0.170529,2.0301,0.308964,0.0928724,1.58576,0.0910187,0.491633,0.9739828,1.2048408,0.30751708,0.5151859,1.2452959,0.036833048,1.55667,0.21282616,105.0,106.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:10:41-05:00,0.225907,1.6665,0.41901,0.181826,2.31335,0.319269,0.116621,1.87776,0.0804876,0.492685,0.962924,1.17319,0.282882,0.517967,1.2472,0.0365722,1.54341,0.198853,107.0,108.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:10:51-05:00,0.225452,1.44234,0.371864,0.161056,2.02142,0.329573,0.112806,1.82769,0.0766191,0.49176925,0.9506995,1.1668658,0.26583928,0.5120574,1.2483726,0.0356039,1.5363033,0.19611792,103.0,103.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:11:01-05:00,0.217371,1.36281,0.383209,0.157353,1.82741,0.350074,0.112376,1.79607,0.0830129,0.4908535,0.938475,1.1605417,0.24879654,0.5061478,1.249545,0.0346356,1.5291966,0.19338283,105.0,105.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:11:11-05:00,0.220421,1.55547,0.407558,0.172031,2.21885,0.306549,0.108051,1.78684,0.0893531,0.48993775,0.9262505,1.1542175,0.2317538,0.50023824,1.2507175,0.0336673,1.52209,0.19064775,101.0,100.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:11:21-05:00,0.213893,1.46072,0.313856,0.149947,1.87427,0.299251,0.0854576,1.51381,0.0805951,0.489022,0.914026,1.1478933,0.21471107,0.49432865,1.2518901,0.032699,1.5149833,0.18791267,98.0,100.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:11:31-05:00,0.215472,1.29955,0.335047,0.154214,1.84899,0.316424,0.103323,1.69407,0.0868815,0.48810625,0.9018015,1.1415691,0.19766834,0.4884191,1.2530625,0.0317307,1.5078766,0.18517758,96.0,96.0,55.5,53.0
DESFIBRADORA,2025-07-19 12:11:41-05:00,0.214401,1.34129,0.425806,0.150538,1.92955,0.26646,0.0850009,1.55598,0.0941888,0.48719049,0.88957703,1.1352451,0.1806256,0.4825095,1.254235,0.0307624,1.50077,0.1824425,101.0,102.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:11:51-05:00,0.224756,1.77071,0.398567,0.176218,2.28808,0.288839,0.134674,2.1031,0.0817234,0.48627475,0.8773525,1.1289209,0.16358286,0.4765999,1.2554076,0.029794099,1.4936633,0.17970742,110.0,110.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:12:01-05:00,0.222241,1.40612,0.317281,0.167201,2.038,0.290449,0.129946,2.01165,0.0959081,0.485359,0.865128,1.1225967,0.14654014,0.47069034,1.25658,0.028825799,1.4865566,0.17697233,113.0,114.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:12:11-05:00,0.222054,1.51768,0.374754,0.161915,2.01957,0.297265,0.123794,1.91572,0.115681,0.48444325,0.8529035,1.1162726,0.12949741,0.46478075,1.2577525,0.0278575,1.47945,0.17423725,113.0,113.0,56.0,53.0
DESFIBRADORA,2025-07-19 12:12:21-05:00,0.236716,1.85654,0.386687,0.183946,2.32283,0.335315,0.102678,1.72438,0.0947798,0.4835275,0.840679,1.1099484,0.11245467,0.45887116,1.2589251,0.0268892,1.4723433,0.17150217,109.0,110.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:12:31-05:00,0.22596,1.46124,0.389952,0.172783,2.05169,0.331827,0.149692,2.179,0.0854845,0.48261175,0.8284545,1.1036242,0.095411934,0.4529616,1.2600975,0.0259209,1.4652367,0.16876708,121.0,121.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:12:41-05:00,0.222535,1.39326,0.416869,0.171629,1.99009,0.304403,0.102221,1.68221,0.0887083,0.481696,0.81623,1.0973,0.0783692,0.447052,1.26127,0.0249526,1.45813,0.166032,111.0,110.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:12:51-05:00,0.240355,1.78777,0.599992,0.19527,2.46208,0.320288,0.132015,2.06515,0.103484,0.4822486,0.83590585,1.0817779,0.09545594,0.45061442,1.2599542,0.025462974,1.3684037,0.16900524,105.0,106.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:13:01-05:00,0.219164,1.38014,0.340398,0.176352,2.01878,0.291522,0.124788,1.93943,0.086989,0.48280117,0.85558164,1.0662557,0.11254267,0.45417684,1.2586384,0.02597335,1.2786773,0.1719785,105.0,104.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:13:11-05:00,0.25162,2.02584,0.680155,0.208847,2.81272,0.30553,0.139859,2.17952,0.133734,0.48335376,0.8752575,1.0507336,0.1296294,0.45773923,1.2573225,0.026483726,1.188951,0.17495175,104.0,104.0,55.0,53.5
DESFIBRADORA,2025-07-19 12:13:21-05:00,0.238803,1.56309,0.430622,0.183946,2.17699,0.319161,0.124439,1.93232,0.0839263,0.48390633,0.89493334,1.0352113,0.14671613,0.46130165,1.2560067,0.0269941,1.0992247,0.177925,120.0,121.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:13:31-05:00,0.240569,1.71191,0.365175,0.168114,2.12013,0.294152,0.143755,2.14895,0.092147,0.48445892,0.9146092,1.0196892,0.16380288,0.46486408,1.2546909,0.027504474,1.0094984,0.18089825,104.0,104.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:13:41-05:00,0.241506,1.6896,0.41125,0.198812,2.38469,0.402185,0.18193,2.5672,0.0962305,0.48501152,0.93428504,1.0041671,0.1808896,0.4684265,1.253375,0.02801485,0.919772,0.18387151,131.0,132.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:13:51-05:00,0.256891,1.82111,0.672395,0.203991,2.43786,0.367999,0.14182,2.13868,0.116755,0.48556408,0.95396084,0.98864484,0.19797634,0.47198892,1.2520591,0.028525226,0.83004564,0.18684475,120.0,120.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:14:01-05:00,0.272998,2.28623,0.84123,0.214402,2.88695,0.352381,0.157644,2.35874,0.111167,0.48611668,0.9736367,0.97312266,0.21506308,0.47555134,1.2507433,0.0290356,0.7403193,0.189818,158.0,159.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:14:11-05:00,0.251459,1.80536,0.356185,0.20544,2.48235,0.331773,0.223302,3.08243,0.0955858,0.48666924,0.99331254,0.9576005,0.23214981,0.47911376,1.2494274,0.029545974,0.650593,0.19279125,138.0,138.0,55.0,53.5
DESFIBRADORA,2025-07-19 12:14:21-05:00,0.246028,1.90379,0.37454,0.217756,2.77586,0.427731,0.126937,2.02245,0.125675,0.48722184,1.0129883,0.94207835,0.24923654,0.48267615,1.2481116,0.03005635,0.56086665,0.1957645,108.0,108.0,55.0,53.0
DESFIBRADORA,2025-07-19 12:14:31-05:00,0.236288,1.76362,0.363302,0.195914,2.42602,0.410772,0.123982,1.97211,0.120463,0.4877744,1.0326642,0.92655617,0.26632327,0.48623857,1.2467958,0.030566726,0.47114033,0.19873776,124.0,123.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:14:41-05:00,0.246911,1.70378,0.436187,0.183409,2.36916,0.330217,0.101738,1.73993,0.0925232,0.488327,1.05234,0.911034,0.28341,0.489801,1.24548,0.0310771,0.381414,0.201711,120.0,119.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:14:51-05:00,0.227913,1.54707,0.33585,0.187622,2.32414,0.334832,0.105553,1.75443,0.0848398,0.48716784,1.0471212,0.91554046,0.2841437,0.49511048,1.2484016,0.031176284,0.42914015,0.19970009,129.0,130.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:15:01-05:00,0.250523,1.94054,0.448763,0.208391,2.63108,0.357641,0.134594,2.06884,0.0970365,0.48600867,1.0419022,0.920047,0.28487736,0.50042,1.2513232,0.031275466,0.47686633,0.19768916,158.0,159.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:15:11-05:00,0.236502,1.64524,0.518063,0.177425,2.13619,0.351415,0.103511,1.6946,0.0820458,0.4848495,1.0366833,0.9245535,0.285611,0.5057295,1.2542449,0.03137465,0.5245925,0.19567825,135.0,136.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:15:21-05:00,0.264891,2.08123,0.511802,0.195377,2.31414,0.394994,0.16299,2.31815,0.0978424,0.48369032,1.0314643,0.92906,0.28634468,0.511039,1.2571666,0.031473834,0.5723187,0.19366734,159.0,159.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:15:31-05:00,0.236074,1.73318,0.328144,0.167711,2.03063,0.30875,0.112779,1.80555,0.0793593,0.48253116,1.0262455,0.93356645,0.28707835,0.5163485,1.2600883,0.031573016,0.6200448,0.19165641,136.0,137.0,55.5,54.0
DESFIBRADORA,2025-07-19 12:15:41-05:00,0.250309,1.78383,0.482316,0.199402,2.39627,0.389358,0.138865,2.08544,0.0830667,0.481372,1.0210265,0.938073,0.287812,0.521658,1.26301,0.0316722,0.667771,0.1896455,143.0,142.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:15:51-05:00,0.220796,1.64787,0.397551,0.175413,2.19173,0.34095,0.101442,1.72069,0.0866666,0.48021284,1.0158076,0.9425795,0.28854567,0.5269675,1.2659316,0.031771384,0.7154972,0.18763459,112.0,113.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:16:01-05:00,0.197518,1.03812,0.308611,0.151235,1.81951,0.297909,0.095935,1.63873,0.0890844,0.47905368,1.0105886,0.947086,0.28927934,0.532277,1.2688533,0.031870566,0.76322335,0.18562366,98.0,97.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:16:11-05:00,0.198133,1.09193,0.285708,0.147237,1.69237,0.318464,0.0856188,1.537,0.0789832,0.47789448,1.0053698,0.95159245,0.29001302,0.5375865,1.271775,0.03196975,0.8109495,0.18361275,85.0,86.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:16:21-05:00,0.198882,1.04914,0.289454,0.133444,1.54732,0.28959,0.074846,1.39732,0.076028,0.47673532,1.0001508,0.956099,0.2907467,0.54289603,1.2746966,0.03206893,0.8586757,0.18160184,80.0,81.0,56.0,54.0
DESFIBRADORA,2025-07-19 12:16:31-05:00,0.199177,1.08353,0.262483,0.13814,1.66499,0.291522,0.0886815,1.53595,0.0774787,0.47557616,0.99493194,0.9606055,0.29148033,0.5482055,1.2776183,0.032168116,0.9064019,0.17959091,86.0,88.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:16:41-05:00,0.201397,1.09114,0.298658,0.139428,1.73054,0.283258,0.0924963,1.5652,0.0733415,0.474417,0.989713,0.965112,0.292214,0.553515,1.28054,0.0322673,0.954128,0.17758,94.0,92.0,55.0,54.0
DESFIBRADORA,2025-07-19 12:16:51-05:00,0.210762,1.51663,0.352867,0.179116,2.17778,0.381147,0.125137,1.99452,0.0839263,0.47619233,0.9406034,0.98768765,0.3106954,0.5152417,1.2793192,0.032184564,0.9945757,0.20323616,119.0,119.0,56.0,54.0
